"","AGE","CALC_METHODOLOGY","CANCER_SITE","DEATH_CAUSE","DISEASE","FREQ","GESTATION_THRESHOLD","HEALTH_STATUS","MEASURE","OBS_STATUS","OBS_STATUS2","ObsValue","REF_AREA","SEX","SOCIO_ECON_STATUS","TIME_PERIOD","UNIT_MEASURE"
"6472","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.9","FIN","F","_Z","2006","PT_POP_AGE"
"6473","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34.8","FIN","F","_Z","2007","PT_POP_AGE"
"6474","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34.2","FIN","F","_Z","2008","PT_POP_AGE"
"6475","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34.3","FIN","F","_Z","2009","PT_POP_AGE"
"6476","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"31.5","FIN","F","_Z","2010","PT_POP_AGE"
"6477","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"33.9","FIN","F","_Z","2011","PT_POP_AGE"
"6478","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.5","FIN","F","_Z","2012","PT_POP_AGE"
"6479","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"35.8","FIN","F","_Z","2013","PT_POP_AGE"
"6480","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"40","FIN","F","_Z","2014","PT_POP_AGE"
"6481","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"45.1","FIN","F","_Z","2015","PT_POP_AGE"
"6482","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"44.5","FIN","F","_Z","2016","PT_POP_AGE"
"6483","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"46.7","FIN","F","_Z","2017","PT_POP_AGE"
"6484","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"46","FIN","F","_Z","2018","PT_POP_AGE"
"6485","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"47.1","FIN","F","_Z","2019","PT_POP_AGE"
"6486","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"51.4","FIN","F","_Z","2020","PT_POP_AGE"
"6487","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"48.9","FIN","F","_Z","2021","PT_POP_AGE"
"6488","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"43.1","FIN","F","_Z","2022","PT_POP_AGE"
"6489","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"32.2","FRA","F","_Z","2004","PT_POP_AGE"
"6490","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"32.3","FRA","F","_Z","2005","PT_POP_AGE"
"6491","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"32","FRA","F","_Z","2006","PT_POP_AGE"
"6492","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34.5","FRA","F","_Z","2007","PT_POP_AGE"
"6493","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34.4","FRA","F","_Z","2008","PT_POP_AGE"
"6494","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"33.4","FRA","F","_Z","2009","PT_POP_AGE"
"6495","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"33.3","FRA","F","_Z","2010","PT_POP_AGE"
"6496","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"33.9","FRA","F","_Z","2011","PT_POP_AGE"
"6497","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.3","FRA","F","_Z","2012","PT_POP_AGE"
"6498","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"36.7","FRA","F","_Z","2013","PT_POP_AGE"
"6499","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39.9","FRA","F","_Z","2014","PT_POP_AGE"
"6500","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"40.4","FRA","F","_Z","2015","PT_POP_AGE"
"6501","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"38.9","FRA","F","_Z","2016","PT_POP_AGE"
"6502","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"38.9","FRA","F","_Z","2017","PT_POP_AGE"
"6503","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"42.5","FRA","F","_Z","2018","PT_POP_AGE"
"6504","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"43.4","FRA","F","_Z","2019","PT_POP_AGE"
"6505","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"44.5","FRA","F","_Z","2020","PT_POP_AGE"
"6506","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"45.3","FRA","F","_Z","2021","PT_POP_AGE"
"6507","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"41.5","FRA","F","_Z","2022","PT_POP_AGE"
"6508","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"41.8","DEU","F","_Z","2003","PT_POP_AGE"
"6509","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"30","DEU","F","_Z","2006","PT_POP_AGE"
"6510","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"30.1","DEU","F","_Z","2007","PT_POP_AGE"
"6511","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34.7","DEU","F","_Z","2008","PT_POP_AGE"
"6512","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"36","DEU","F","_Z","2009","PT_POP_AGE"
"6513","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.3","DEU","F","_Z","2010","PT_POP_AGE"
"6514","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.2","DEU","F","_Z","2011","PT_POP_AGE"
"6515","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.1","DEU","F","_Z","2012","PT_POP_AGE"
"6516","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39.7","DEU","F","_Z","2013","PT_POP_AGE"
"6517","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39","DEU","F","_Z","2014","PT_POP_AGE"
"6518","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39.1","DEU","F","_Z","2015","PT_POP_AGE"
"6519","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"38.9","DEU","F","_Z","2016","PT_POP_AGE"
"6520","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"40.2","DEU","F","_Z","2017","PT_POP_AGE"
"6521","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"41.8","DEU","F","_Z","2018","PT_POP_AGE"
"6522","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"43.1","DEU","F","_Z","2019","PT_POP_AGE"
"6523","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39","DEU","F","_Z","2020","PT_POP_AGE"
"6524","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"36","DEU","F","_Z","2021","PT_POP_AGE"
"6525","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"36.2","DEU","F","_Z","2022","PT_POP_AGE"
"6526","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"30.6","GRC","F","_Z","2003","PT_POP_AGE"
"6527","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"31.2","GRC","F","_Z","2004","PT_POP_AGE"
"6528","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34.3","GRC","F","_Z","2005","PT_POP_AGE"
"6529","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"32.8","GRC","F","_Z","2006","PT_POP_AGE"
"6530","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"33.3","GRC","F","_Z","2007","PT_POP_AGE"
"6531","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"32.5","GRC","F","_Z","2008","PT_POP_AGE"
"6532","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"28.9","GRC","F","_Z","2009","PT_POP_AGE"
"6533","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"28.4","GRC","F","_Z","2010","PT_POP_AGE"
"6534","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"32.5","GRC","F","_Z","2011","PT_POP_AGE"
"6535","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"30.1","GRC","F","_Z","2012","PT_POP_AGE"
"6536","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"27.1","GRC","F","_Z","2013","PT_POP_AGE"
"6537","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"31.4","GRC","F","_Z","2014","PT_POP_AGE"
"6538","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"33.3","GRC","F","_Z","2015","PT_POP_AGE"
"6539","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34","GRC","F","_Z","2016","PT_POP_AGE"
"6540","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"30.4","GRC","F","_Z","2017","PT_POP_AGE"
"6541","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.5","GRC","F","_Z","2018","PT_POP_AGE"
"6542","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"44.2","GRC","F","_Z","2019","PT_POP_AGE"
"6543","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"42.9","GRC","F","_Z","2020","PT_POP_AGE"
"6544","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"42.6","GRC","F","_Z","2021","PT_POP_AGE"
"6545","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.5","GRC","F","_Z","2022","PT_POP_AGE"
"6546","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"15","HUN","F","_Z","2000","PT_POP_AGE"
"6547","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"10.4","HUN","F","_Z","2003","PT_POP_AGE"
"6548","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"8.9","HUN","F","_Z","2006","PT_POP_AGE"
"6549","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"6.9","HUN","F","_Z","2007","PT_POP_AGE"
"6550","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"13.6","HUN","F","_Z","2008","PT_POP_AGE"
"6551","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"11.6","HUN","F","_Z","2009","PT_POP_AGE"
"6552","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"10.4","HUN","F","_Z","2010","PT_POP_AGE"
"6553","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"10.4","HUN","F","_Z","2011","PT_POP_AGE"
"6554","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"10.9","HUN","F","_Z","2012","PT_POP_AGE"
"6555","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"10.9","HUN","F","_Z","2013","PT_POP_AGE"
"6556","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"11.3","HUN","F","_Z","2014","PT_POP_AGE"
"6557","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"13","HUN","F","_Z","2015","PT_POP_AGE"
"6558","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"16.2","HUN","F","_Z","2016","PT_POP_AGE"
"6559","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"16.2","HUN","F","_Z","2017","PT_POP_AGE"
"6560","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"18.6","HUN","F","_Z","2018","PT_POP_AGE"
"6561","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"16.9","HUN","F","_Z","2019","PT_POP_AGE"
"6562","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"21","HUN","F","_Z","2020","PT_POP_AGE"
"6563","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"26.7","HUN","F","_Z","2021","PT_POP_AGE"
"6564","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"23.1","HUN","F","_Z","2022","PT_POP_AGE"
"6565","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"53.9","ISL","F","_Z","2002","PT_POP_AGE"
"6566","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"41.8","ISL","F","_Z","2005","PT_POP_AGE"
"6567","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"51.3","ISL","F","_Z","2006","PT_POP_AGE"
"6568","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"47","ISL","F","_Z","2007","PT_POP_AGE"
"6569","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"49.7","ISL","F","_Z","2008","PT_POP_AGE"
"6570","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"51.4","ISL","F","_Z","2009","PT_POP_AGE"
"6571","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"48.2","ISL","F","_Z","2010","PT_POP_AGE"
"6572","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"46.5","ISL","F","_Z","2011","PT_POP_AGE"
"6573","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"50.8","ISL","F","_Z","2012","PT_POP_AGE"
"6574","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"50.2","ISL","F","_Z","2013","PT_POP_AGE"
"6575","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"53.9","ISL","F","_Z","2014","PT_POP_AGE"
"6576","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"50.5","ISL","F","_Z","2015","PT_POP_AGE"
"6577","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"54.7","ISL","F","_Z","2016","PT_POP_AGE"
"6578","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"54.4","ISL","F","_Z","2017","PT_POP_AGE"
"6579","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"52.8","ISL","F","_Z","2018","PT_POP_AGE"
"6580","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"52.2","ISL","F","_Z","2019","PT_POP_AGE"
"6581","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.2","IRL","F","_Z","2002","PT_POP_AGE"
"6582","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"58.3","IRL","F","_Z","2005","PT_POP_AGE"
"6583","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"58.4","IRL","F","_Z","2006","PT_POP_AGE"
"6584","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"61","IRL","F","_Z","2007","PT_POP_AGE"
"6585","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"61.7","IRL","F","_Z","2008","PT_POP_AGE"
"6586","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.3","IRL","F","_Z","2009","PT_POP_AGE"
"6587","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.9","IRL","F","_Z","2010","PT_POP_AGE"
"6588","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.6","IRL","F","_Z","2011","PT_POP_AGE"
"6589","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.6","IRL","F","_Z","2012","PT_POP_AGE"
"6590","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59.9","IRL","F","_Z","2013","PT_POP_AGE"
"6591","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.5","IRL","F","_Z","2014","PT_POP_AGE"
"6592","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.6","IRL","F","_Z","2015","PT_POP_AGE"
"6593","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.6","IRL","F","_Z","2016","PT_POP_AGE"
"6594","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.3","IRL","F","_Z","2017","PT_POP_AGE"
"6595","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.6","IRL","F","_Z","2018","PT_POP_AGE"
"6596","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"71.2","IRL","F","_Z","2019","PT_POP_AGE"
"6597","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"70","IRL","F","_Z","2020","PT_POP_AGE"
"6598","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"66.3","IRL","F","_Z","2021","PT_POP_AGE"
"6599","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"60.8","IRL","F","_Z","2022","PT_POP_AGE"
"6600","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"35.6","ISR","F","_Z","2019","PT_POP_AGE"
"6601","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"38.9","ISR","F","_Z","2020","PT_POP_AGE"
"6602","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"17.5","ITA","F","_Z","2000","PT_POP_AGE"
"6603","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"20.5","ITA","F","_Z","2001","PT_POP_AGE"
"6604","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"19.1","ITA","F","_Z","2002","PT_POP_AGE"
"6605","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"17.8","ITA","F","_Z","2003","PT_POP_AGE"
"6606","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"14.8","ITA","F","_Z","2005","PT_POP_AGE"
"6607","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"15.6","ITA","F","_Z","2006","PT_POP_AGE"
"6608","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"19.9","ITA","F","_Z","2007","PT_POP_AGE"
"6609","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"19.8","ITA","F","_Z","2008","PT_POP_AGE"
"6610","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"19.5","ITA","F","_Z","2009","PT_POP_AGE"
"6611","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"22.8","ITA","F","_Z","2010","PT_POP_AGE"
"6612","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"23.4","ITA","F","_Z","2011","PT_POP_AGE"
"6613","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"24.9","ITA","F","_Z","2012","PT_POP_AGE"
"6614","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"24.1","ITA","F","_Z","2013","PT_POP_AGE"
"6615","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"26.2","ITA","F","_Z","2014","PT_POP_AGE"
"6616","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"24.1","ITA","F","_Z","2015","PT_POP_AGE"
"6617","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"31.6","ITA","F","_Z","2016","PT_POP_AGE"
"6618","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"38.4","ITA","F","_Z","2017","PT_POP_AGE"
"6619","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"34.4","ITA","F","_Z","2018","PT_POP_AGE"
"6620","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"36","ITA","F","_Z","2019","PT_POP_AGE"
"6621","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39.4","ITA","F","_Z","2021","PT_POP_AGE"
"6622","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"38.4","ITA","F","_Z","2022","PT_POP_AGE"
"6623","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"22.6","JPN","F","_Z","2001","PT_POP_AGE"
"6624","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"23.3","JPN","F","_Z","2004","PT_POP_AGE"
"6625","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"18.4","JPN","F","_Z","2007","PT_POP_AGE"
"6626","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"17","JPN","F","_Z","2010","PT_POP_AGE"
"6627","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"23.7","JPN","F","_Z","2013","PT_POP_AGE"
"6628","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"23.9","JPN","F","_Z","2016","PT_POP_AGE"
"6629","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"25.1","JPN","F","_Z","2019","PT_POP_AGE"
"6630","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"25.7","JPN","F","_Z","2022","PT_POP_AGE"
"6631","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"12.5","KOR","F","_Z","2003","PT_POP_AGE"
"6632","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"12.4","KOR","F","_Z","2006","PT_POP_AGE"
"6633","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"13.6","KOR","F","_Z","2008","PT_POP_AGE"
"6634","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"14.7","KOR","F","_Z","2010","PT_POP_AGE"
"6635","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"14.7","KOR","F","_Z","2012","PT_POP_AGE"
"6636","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"16","KOR","F","_Z","2014","PT_POP_AGE"
"6637","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"16.6","KOR","F","_Z","2016","PT_POP_AGE"
"6638","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"18.3","KOR","F","_Z","2018","PT_POP_AGE"
"6639","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"18.5","KOR","F","_Z","2020","PT_POP_AGE"
"6640","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"22.8","KOR","F","_Z","2022","PT_POP_AGE"
"6641","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"5","LVA","F","_Z","2005","PT_POP_AGE"
"6642","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"5.7","LVA","F","_Z","2006","PT_POP_AGE"
"6643","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"5.9","LVA","F","_Z","2007","PT_POP_AGE"
"6644","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"8","LVA","F","_Z","2008","PT_POP_AGE"
"6645","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"10.3","LVA","F","_Z","2009","PT_POP_AGE"
"6646","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"9.4","LVA","F","_Z","2010","PT_POP_AGE"
"6647","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"7.7","LVA","F","_Z","2011","PT_POP_AGE"
"6648","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"8.3","LVA","F","_Z","2012","PT_POP_AGE"
"6649","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"7.8","LVA","F","_Z","2013","PT_POP_AGE"
"6650","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"7.8","LVA","F","_Z","2014","PT_POP_AGE"
"6651","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"6.7","LVA","F","_Z","2015","PT_POP_AGE"
"6652","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"8.2","LVA","F","_Z","2016","PT_POP_AGE"
"6653","Y_GE65","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"7.8","LVA","F","_Z","2017","PT_POP_AGE"
