"","AGE","CALC_METHODOLOGY","CANCER_SITE","DEATH_CAUSE","DISEASE","FREQ","GESTATION_THRESHOLD","HEALTH_STATUS","MEASURE","OBS_STATUS","OBS_STATUS2","ObsValue","REF_AREA","SEX","SOCIO_ECON_STATUS","TIME_PERIOD","UNIT_MEASURE"
"7282","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"72.7","BEL","_T","_Z","2001","PT_POP_AGE"
"7283","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"68.5","BEL","_T","_Z","2005","PT_POP_AGE"
"7284","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"70","BEL","_T","_Z","2006","PT_POP_AGE"
"7285","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"70","BEL","_T","_Z","2007","PT_POP_AGE"
"7286","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.5","BEL","_T","_Z","2008","PT_POP_AGE"
"7287","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"68.8","BEL","_T","_Z","2009","PT_POP_AGE"
"7288","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69","BEL","_T","_Z","2010","PT_POP_AGE"
"7289","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.3","BEL","_T","_Z","2011","PT_POP_AGE"
"7290","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"70.7","BEL","_T","_Z","2012","PT_POP_AGE"
"7291","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"71.1","BEL","_T","_Z","2013","PT_POP_AGE"
"7292","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"72.3","BEL","_T","_Z","2014","PT_POP_AGE"
"7293","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"70.6","BEL","_T","_Z","2015","PT_POP_AGE"
"7294","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"68.8","BEL","_T","_Z","2016","PT_POP_AGE"
"7295","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"70.6","BEL","_T","_Z","2017","PT_POP_AGE"
"7296","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"71.3","BEL","_T","_Z","2018","PT_POP_AGE"
"7297","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.1","BEL","_T","_Z","2019","PT_POP_AGE"
"7298","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"70.7","BEL","_T","_Z","2020","PT_POP_AGE"
"7299","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"71.2","BEL","_T","_Z","2021","PT_POP_AGE"
"7300","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"71","BEL","_T","_Z","2022","PT_POP_AGE"
"7301","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"48.8","CHL","_T","_Z","2000","PT_POP_AGE"
"7302","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"48.5","CHL","_T","_Z","2006","PT_POP_AGE"
"7303","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"73.2","COL","_T","_Z","2018","PT_POP_AGE"
"7304","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"73.1","COL","_T","_Z","2019","PT_POP_AGE"
"7305","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"65.4","CRI","_T","_Z","2018","PT_POP_AGE"
"7306","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"48.3","CZE","_T","_Z","2002","PT_POP_AGE"
"7307","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"46.1","CZE","_T","_Z","2006","PT_POP_AGE"
"7308","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"49.1","CZE","_T","_Z","2007","PT_POP_AGE"
"7309","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"49.5","CZE","_T","_Z","2008","PT_POP_AGE"
"7310","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"51.5","CZE","_T","_Z","2009","PT_POP_AGE"
"7311","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"52.7","CZE","_T","_Z","2010","PT_POP_AGE"
"7312","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"50.6","CZE","_T","_Z","2011","PT_POP_AGE"
"7313","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"52.7","CZE","_T","_Z","2012","PT_POP_AGE"
"7314","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"53","CZE","_T","_Z","2013","PT_POP_AGE"
"7315","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"54.6","CZE","_T","_Z","2014","PT_POP_AGE"
"7316","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"56.9","CZE","_T","_Z","2015","PT_POP_AGE"
"7317","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"55.8","CZE","_T","_Z","2016","PT_POP_AGE"
"7318","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59.5","CZE","_T","_Z","2017","PT_POP_AGE"
"7319","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"60.8","CZE","_T","_Z","2018","PT_POP_AGE"
"7320","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"60.4","CZE","_T","_Z","2019","PT_POP_AGE"
"7321","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.9","CZE","_T","_Z","2020","PT_POP_AGE"
"7322","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.5","CZE","_T","_Z","2021","PT_POP_AGE"
"7323","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"68.7","CZE","_T","_Z","2022","PT_POP_AGE"
"7324","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"73.6","DNK","_T","_Z","2004","PT_POP_AGE"
"7325","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"73.6","DNK","_T","_Z","2005","PT_POP_AGE"
"7326","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"70","DNK","_T","_Z","2006","PT_POP_AGE"
"7327","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.6","DNK","_T","_Z","2007","PT_POP_AGE"
"7328","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.1","DNK","_T","_Z","2008","PT_POP_AGE"
"7329","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.7","DNK","_T","_Z","2009","PT_POP_AGE"
"7330","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"68","DNK","_T","_Z","2010","PT_POP_AGE"
"7331","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.5","DNK","_T","_Z","2011","PT_POP_AGE"
"7332","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.8","DNK","_T","_Z","2012","PT_POP_AGE"
"7333","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"65.9","DNK","_T","_Z","2013","PT_POP_AGE"
"7334","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"65.3","DNK","_T","_Z","2014","PT_POP_AGE"
"7335","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.7","DNK","_T","_Z","2015","PT_POP_AGE"
"7336","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.2","DNK","_T","_Z","2016","PT_POP_AGE"
"7337","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"66.3","DNK","_T","_Z","2017","PT_POP_AGE"
"7338","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"66.6","DNK","_T","_Z","2018","PT_POP_AGE"
"7339","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.1","DNK","_T","_Z","2019","PT_POP_AGE"
"7340","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"66.3","DNK","_T","_Z","2020","PT_POP_AGE"
"7341","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"66","DNK","_T","_Z","2021","PT_POP_AGE"
"7342","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"62.2","DNK","_T","_Z","2022","PT_POP_AGE"
"7343","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"36.4","EST","_T","_Z","2004","PT_POP_AGE"
"7344","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"41.1","EST","_T","_Z","2005","PT_POP_AGE"
"7345","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"40.2","EST","_T","_Z","2006","PT_POP_AGE"
"7346","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.7","EST","_T","_Z","2007","PT_POP_AGE"
"7347","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"41.6","EST","_T","_Z","2008","PT_POP_AGE"
"7348","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39.6","EST","_T","_Z","2009","PT_POP_AGE"
"7349","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"42","EST","_T","_Z","2010","PT_POP_AGE"
"7350","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39.9","EST","_T","_Z","2011","PT_POP_AGE"
"7351","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"39.6","EST","_T","_Z","2012","PT_POP_AGE"
"7352","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"41.4","EST","_T","_Z","2013","PT_POP_AGE"
"7353","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"42.6","EST","_T","_Z","2014","PT_POP_AGE"
"7354","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"43.3","EST","_T","_Z","2015","PT_POP_AGE"
"7355","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"46.4","EST","_T","_Z","2016","PT_POP_AGE"
"7356","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"46","EST","_T","_Z","2017","PT_POP_AGE"
"7357","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"46.8","EST","_T","_Z","2018","PT_POP_AGE"
"7358","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"50.4","EST","_T","_Z","2019","PT_POP_AGE"
"7359","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"53.4","EST","_T","_Z","2020","PT_POP_AGE"
"7360","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"53.8","EST","_T","_Z","2021","PT_POP_AGE"
"7361","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"52.5","EST","_T","_Z","2022","PT_POP_AGE"
"7362","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"57","FIN","_T","_Z","2000","PT_POP_AGE"
"7363","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"58.9","FIN","_T","_Z","2001","PT_POP_AGE"
"7364","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59.9","FIN","_T","_Z","2002","PT_POP_AGE"
"7365","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59","FIN","_T","_Z","2003","PT_POP_AGE"
"7366","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"62.7","FIN","_T","_Z","2005","PT_POP_AGE"
"7367","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"65.4","FIN","_T","_Z","2006","PT_POP_AGE"
"7368","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"62.6","FIN","_T","_Z","2007","PT_POP_AGE"
"7369","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"62.9","FIN","_T","_Z","2008","PT_POP_AGE"
"7370","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.8","FIN","_T","_Z","2009","PT_POP_AGE"
"7371","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.3","FIN","_T","_Z","2010","PT_POP_AGE"
"7372","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"65.2","FIN","_T","_Z","2011","PT_POP_AGE"
"7373","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63","FIN","_T","_Z","2012","PT_POP_AGE"
"7374","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"61.3","FIN","_T","_Z","2013","PT_POP_AGE"
"7375","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"66.8","FIN","_T","_Z","2014","PT_POP_AGE"
"7376","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.7","FIN","_T","_Z","2015","PT_POP_AGE"
"7377","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.5","FIN","_T","_Z","2016","PT_POP_AGE"
"7378","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"69.9","FIN","_T","_Z","2017","PT_POP_AGE"
"7379","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.3","FIN","_T","_Z","2018","PT_POP_AGE"
"7380","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"67.7","FIN","_T","_Z","2019","PT_POP_AGE"
"7381","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"68.7","FIN","_T","_Z","2020","PT_POP_AGE"
"7382","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"68.5","FIN","_T","_Z","2021","PT_POP_AGE"
"7383","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.1","FIN","_T","_Z","2022","PT_POP_AGE"
"7384","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"62.7","FRA","_T","_Z","2004","PT_POP_AGE"
"7385","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"65.4","FRA","_T","_Z","2005","PT_POP_AGE"
"7386","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"65.9","FRA","_T","_Z","2006","PT_POP_AGE"
"7387","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"66.4","FRA","_T","_Z","2007","PT_POP_AGE"
"7388","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.5","FRA","_T","_Z","2008","PT_POP_AGE"
"7389","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.7","FRA","_T","_Z","2009","PT_POP_AGE"
"7390","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.6","FRA","_T","_Z","2010","PT_POP_AGE"
"7391","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.8","FRA","_T","_Z","2011","PT_POP_AGE"
"7392","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.7","FRA","_T","_Z","2012","PT_POP_AGE"
"7393","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.7","FRA","_T","_Z","2013","PT_POP_AGE"
"7394","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.7","FRA","_T","_Z","2014","PT_POP_AGE"
"7395","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.6","FRA","_T","_Z","2015","PT_POP_AGE"
"7396","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"63.4","FRA","_T","_Z","2016","PT_POP_AGE"
"7397","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.1","FRA","_T","_Z","2017","PT_POP_AGE"
"7398","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.1","FRA","_T","_Z","2018","PT_POP_AGE"
"7399","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"62.9","FRA","_T","_Z","2019","PT_POP_AGE"
"7400","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"65.9","FRA","_T","_Z","2020","PT_POP_AGE"
"7401","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"64.3","FRA","_T","_Z","2021","PT_POP_AGE"
"7402","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"61.8","FRA","_T","_Z","2022","PT_POP_AGE"
"7403","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"53.2","DEU","_T","_Z","2006","PT_POP_AGE"
"7404","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"52.6","DEU","_T","_Z","2007","PT_POP_AGE"
"7405","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"57.7","DEU","_T","_Z","2008","PT_POP_AGE"
"7406","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"58.5","DEU","_T","_Z","2009","PT_POP_AGE"
"7407","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59.3","DEU","_T","_Z","2010","PT_POP_AGE"
"7408","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59.5","DEU","_T","_Z","2011","PT_POP_AGE"
"7409","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"60.7","DEU","_T","_Z","2012","PT_POP_AGE"
"7410","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"58.8","DEU","_T","_Z","2013","PT_POP_AGE"
"7411","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59.6","DEU","_T","_Z","2014","PT_POP_AGE"
"7412","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"58.8","DEU","_T","_Z","2015","PT_POP_AGE"
"7413","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59.2","DEU","_T","_Z","2016","PT_POP_AGE"
"7414","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"58.7","DEU","_T","_Z","2017","PT_POP_AGE"
"7415","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"60.1","DEU","_T","_Z","2018","PT_POP_AGE"
"7416","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"59.8","DEU","_T","_Z","2019","PT_POP_AGE"
"7417","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"61.2","DEU","_T","_Z","2020","PT_POP_AGE"
"7418","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"61","DEU","_T","_Z","2021","PT_POP_AGE"
"7419","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"60.9","DEU","_T","_Z","2022","PT_POP_AGE"
"7420","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"75.8","GRC","_T","_Z","2003","PT_POP_AGE"
"7421","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"78.1","GRC","_T","_Z","2004","PT_POP_AGE"
"7422","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"77.4","GRC","_T","_Z","2005","PT_POP_AGE"
"7423","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"76.7","GRC","_T","_Z","2006","PT_POP_AGE"
"7424","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"76.4","GRC","_T","_Z","2007","PT_POP_AGE"
"7425","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"75.2","GRC","_T","_Z","2008","PT_POP_AGE"
"7426","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"75.5","GRC","_T","_Z","2009","PT_POP_AGE"
"7427","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"75.8","GRC","_T","_Z","2010","PT_POP_AGE"
"7428","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"77","GRC","_T","_Z","2011","PT_POP_AGE"
"7429","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"75.9","GRC","_T","_Z","2012","PT_POP_AGE"
"7430","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"76","GRC","_T","_Z","2013","PT_POP_AGE"
"7431","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"74.8","GRC","_T","_Z","2014","PT_POP_AGE"
"7432","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"76.6","GRC","_T","_Z","2015","PT_POP_AGE"
"7433","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"76.7","GRC","_T","_Z","2016","PT_POP_AGE"
"7434","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"77.8","GRC","_T","_Z","2017","PT_POP_AGE"
"7435","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"80.6","GRC","_T","_Z","2018","PT_POP_AGE"
"7436","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"84.3","GRC","_T","_Z","2019","PT_POP_AGE"
"7437","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"83.6","GRC","_T","_Z","2020","PT_POP_AGE"
"7438","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"84.1","GRC","_T","_Z","2021","PT_POP_AGE"
"7439","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"84.8","GRC","_T","_Z","2022","PT_POP_AGE"
"7440","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"28.1","HUN","_T","_Z","2000","PT_POP_AGE"
"7441","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"28.6","HUN","_T","_Z","2003","PT_POP_AGE"
"7442","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"29.5","HUN","_T","_Z","2006","PT_POP_AGE"
"7443","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"27.8","HUN","_T","_Z","2007","PT_POP_AGE"
"7444","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"37.8","HUN","_T","_Z","2008","PT_POP_AGE"
"7445","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"40.4","HUN","_T","_Z","2009","PT_POP_AGE"
"7446","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"40.1","HUN","_T","_Z","2010","PT_POP_AGE"
"7447","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"41.5","HUN","_T","_Z","2011","PT_POP_AGE"
"7448","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"43.8","HUN","_T","_Z","2012","PT_POP_AGE"
"7449","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"44.1","HUN","_T","_Z","2013","PT_POP_AGE"
"7450","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"44.8","HUN","_T","_Z","2014","PT_POP_AGE"
"7451","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"44.1","HUN","_T","_Z","2015","PT_POP_AGE"
"7452","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"50.4","HUN","_T","_Z","2016","PT_POP_AGE"
"7453","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"52.7","HUN","_T","_Z","2017","PT_POP_AGE"
"7454","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"55.7","HUN","_T","_Z","2018","PT_POP_AGE"
"7455","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"52.8","HUN","_T","_Z","2019","PT_POP_AGE"
"7456","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"58.4","HUN","_T","_Z","2020","PT_POP_AGE"
"7457","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"61","HUN","_T","_Z","2021","PT_POP_AGE"
"7458","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"60.9","HUN","_T","_Z","2022","PT_POP_AGE"
"7459","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"82.4","ISL","_T","_Z","2002","PT_POP_AGE"
"7460","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"78.1","ISL","_T","_Z","2005","PT_POP_AGE"
"7461","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"78.4","ISL","_T","_Z","2006","PT_POP_AGE"
"7462","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"74.7","ISL","_T","_Z","2007","PT_POP_AGE"
"7463","Y45T64","CRUDE","_Z","_Z","_Z","A","_Z","G","PHS",NA,NA,"79.2","ISL","_T","_Z","2008","PT_POP_AGE"
